Age,Sex,City,Marial Status,Education,Working,Sector,Working Type,Experience,Income,Abroad Ex,Abroad year,12. Ne s?kl?kla çevrimici al??veri? yap?yorsunuz?,Devices,Preference Reasons,Shopping categories,Research before purchase,HepsiBurada,Trendyol,Gittigidiyor,sahibinden,n11,Yemeksepeti,aliexpress,migros sanal market,ebebek,amazon,teknosa,kitapyurdu,morhipo,çiçeksepeti,d&r,watsons,lcwaikiki,boyner,carrefoursa,epttavm,Getir,Banabi,Bakkaldan,Kapgel,Di?er,Payment Methods,allow Site to save card infos,Following campaign days,Free shipment effect decision,Al??veri?lerinizden önce fiyat kar??la?t?rmas? yapar m?s?n?z?,Size özel teklifler sunulmas? al??veri? karar?n?z? etkiler mi?,Al??veri?leriniz sonras? geri bildirim verir misiniz?,Aras Kargo,MNG Kargo,Sürat Kargo,Yurtiçi Kargo,PTT Kargo,UPS,Info Resources before purchase,Turkey based or no would affect,Physical place affect,Research before last purchase
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,4,Ya?amad?m,0,Ayda bir kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Yemek Sipari?i;Kitap;Ki?isel Bak?m & Kozmetik;Teknoloji / Elektronik;Giyim / Ayakkab?;Evcil Hayvan Ürünleri;Çevrimici E?itim;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri,5 saatten fazla,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,,Y?lda birkaç kere,,,,Ayda birkaç kere,,,,,,,,,Y?lda birkaç kere,,,,,Banka Kart?;Kredi Kart?,Her Zaman,S?k S?k,Her Zaman,Her Zaman,Her Zaman,Arada Bir,S?k S?k,S?k S?k,S?k S?k,Hiçbir Zaman,Hiçbir Zaman,Her Zaman,Arkada?lar?n tavsiyeleri;Aile üyeleri tavsiyesi;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,Pek çok internet sitesinden fiyat kar??la?t?rmas? yapt?m
36-45,Kad?n,?stanbul,Bekar,Lisans,1,Bankac?l?k ve sermaye piyasalar?,Tam Zamanl?,24,3,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Masaüstü Bilgisayar,Daha h?zl? al??veri? yapmak,Kitap;Giyim / Ayakkab?,1 Saatten az,Y?lda birkaç kere,Y?lda birkaç kere,,,,,,,,,,,Y?lda birkaç kere,,,,,,,Y?lda birkaç kere,,,,,,Kredi Kart?,Hiçbir Zaman,S?k S?k,Her Zaman,S?k S?k,Her Zaman,Hiçbir Zaman,Hiçbir Zaman,Bazen,Hiçbir Zaman,Her Zaman,Her Zaman,Her Zaman,Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,
19-25,Kad?n,Konya,Bekar,Yüksek Lisans,0,,,,1,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Daha fazla ödeme seçece?i;Fiyat kar??la?t?rmas? yapabilme;Arad???m ürünün oldu?um ?ehirde bulunmamas?;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,"Yemek Sipari?i;Kitap;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Çevrimici E?itim",3-5 Saat,,,,,,Ayda birkaç kere,,,,,,Haftada birkaç kere,,,,,,,,,Ayda birkaç kere,,,,Haftada birkaç kere,Banka Kart?;Kap?da Ödeme,Hiçbir Zaman,S?k S?k,Her Zaman,Her Zaman,S?k S?k,Bazen,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Bazen,Bazen,S?k S?k,Ürün kataloglar?;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri;Kullanlarin yorumlar?,Evet,Evet,Kitap ald?m en son bi çok site kar??la?t?rd?k uygun ve daha önce kulland???m site lerden al??veri? yaptim
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,3,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i,Yemek Sipari?i;Ki?isel Bak?m & Kozmetik;Giyim / Ayakkab?;Çevrimici E?itim,3-5 Saat,,Y?lda birkaç kere,,,,,,,,,,Y?lda birkaç kere,,,,,,,,,,,,,Y?lda birkaç kere,Banka Kart?;Kap?da Ödeme,Hiçbir Zaman,S?k S?k,S?k S?k,S?k S?k,Arada Bir,Arada Bir,Arada Bir,Bazen,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Reklamlar;Arkada?lar?n tavsiyeleri;Aile üyeleri tavsiyesi,Evet,Evet,
19-25,Kad?n,?stanbul,Bekar,Lisans,1,Ta??mac?l?k ve lojistik,Tam Zamanl?,2,3,1-2 Y?l,3,Ayda birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,"Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Dijital Müzik / Dijital Film / Dijital Oyun;Kitap;Ki?isel Bak?m & Kozmetik;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Teknoloji / Elektronik;Giyim / Ayakkab?;Evcil Hayvan Ürünleri;Çevrimici E?itim;Ev E?yalar?;Çiçek / Çikolata;Otomobil Aksesuarlar?;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri;Finansal Hizmetler / Sigorta Al?m?;Mücevher/Aksesuar",1-3 Saat,Y?lda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Haftada birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Banka Kart?;Kredi Kart?;Kap?da Ödeme;BKM,Hiçbir Zaman,Bazen,Bazen,Her Zaman,S?k S?k,Bazen,S?k S?k,S?k S?k,Bazen,S?k S?k,Bazen,Bazen,Reklamlar;Arkada?lar?n tavsiyeleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,Ürün yorumlar?n? okuma
46-55,Erkek,?stanbul,Evli,Ortaokul,1,Özel sermaye,Yar? Zamanl?,30,3,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler,Giyim / Ayakkab?,1 Saatten az,,Ayda birkaç kere,,,,,,,,,,,,,,,,,,,,,,,,Kredi Kart?,Hiçbir Zaman,Arada Bir,Hiçbir Zaman,Hiçbir Zaman,Bazen,Arada Bir,Arada Bir,Bazen,Bazen,Bazen,Bazen,Bazen,Reklamlar,Evet,Hay?r,
19-25,Erkek,?stanbul,Bekar,Lisans,0,,,,5,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Fiyat kar??la?t?rmas? yapabilme,Yemek Sipari?i;Dijital Müzik / Dijital Film / Dijital Oyun;Kitap;Teknoloji / Elektronik;Giyim / Ayakkab?;Çevrimici E?itim,1-3 Saat,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,,,,Ayda birkaç kere,Ayda birkaç kere,,,,,,,,,,,,,Kredi Kart?,Bazen,S?k S?k,Her Zaman,Her Zaman,Her Zaman,Her Zaman,Hiçbir Zaman,Bazen,Bazen,Bazen,Bazen,Hiçbir Zaman,Ürün kataloglar?,Evet,Evet,Fiyat kar??la?t?rd?m.
26-35,Erkek,?stanbul,Bekar,Yüksek Lisans,1,Alt?n ve Mücevherat,Tam Zamanl?,10,1,2 y?ldan fazla,4,Haftada birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Müzik / Film / Hobi / Oyun;Teknoloji / Elektronik;Giyim / Ayakkab?;Ev E?yalar?;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri;Finansal Hizmetler / Sigorta Al?m?;Mücevher/Aksesuar,1-3 Saat,Ayda birkaç kere,Haftada birkaç kere,,,,Ayda birkaç kere,Y?lda birkaç kere,,,Y?lda birkaç kere,Y?lda birkaç kere,,Ayda birkaç kere,,,,,,,,Y?lda birkaç kere,,,,,Banka Kart?;Kredi Kart?,Hiçbir Zaman,Arada Bir,S?k S?k,Her Zaman,S?k S?k,Arada Bir,Arada Bir,Bazen,Hiçbir Zaman,Arada Bir,Hiçbir Zaman,Bazen,Ürün kataloglar?;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Hay?r,Alaca?im kiyafetin olçulerinin tam olmasi için bir ma?azasina gidip orada o tarz bir urunun beden olçulerini denemi?tim
19-25,Kad?n,Ankara,Bekar,Lisans,0,,,,3,Ya?amad?m,0,Ayda bir kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme,Yemek Sipari?i;Kitap;Giyim / Ayakkab?,1-3 Saat,,,,,Y?lda birkaç kere,,,,,,,Ayda birkaç kere,,,,,,,,,,,,,,Banka Kart?;Kredi Kart?,Hiçbir Zaman,Arada Bir,Her Zaman,Her Zaman,Bazen,S?k S?k,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arada Bir,"Reklamlar;Arkada?lar?n tavsiyeleri;?lan Panolar?, el ilanlar?, afi?ler v.b.;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri",Evet,Evet,
19-25,Kad?n,?stanbul,Bekar,Yüksek Lisans,0,,,,1,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Dizüstü Bilgisayar,Daha h?zl? al??veri? yapmak,Kitap;Ki?isel Bak?m & Kozmetik;Giyim / Ayakkab?,5 saatten fazla,,Y?lda birkaç kere,,,,,,,,,,,,,,,,,,,,,,,,Kredi Kart?;Kap?da Ödeme,Hiçbir Zaman,Arada Bir,Her Zaman,Her Zaman,Her Zaman,Bazen,Bazen,Hiçbir Zaman,Arada Bir,Her Zaman,Her Zaman,Hiçbir Zaman,Arkada?lar?n tavsiyeleri;Aile üyeleri tavsiyesi;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,?nternetten di?er web sitelerinden ara?t?rd?m.
36-45,Kad?n,?stanbul,Bekar,Yüksek Lisans,1,Teknoloji,Tam Zamanl?,12,4,2 y?ldan fazla,4,Ayda birkaç kere,Dizüstü Bilgisayar,Daha h?zl? al??veri? yapmak,Yemek Sipari?i;Kitap;Evcil Hayvan Ürünleri,1 Saatten az,,,,,,Haftada birkaç kere,,Haftada birkaç kere,,,,Ayda birkaç kere,,,,,,,,,,,,,,Kredi Kart?,Hiçbir Zaman,Bazen,Her Zaman,Her Zaman,Hiçbir Zaman,Her Zaman,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Her Zaman,Bazen,Hiçbir Zaman,Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Hay?r,Google yorumlar? okudum
46-55,Kad?n,?stanbul,Bekar,Doktora,1,E?itim,Tam Zamanl?,26,4,6 Aydan Az,1,Ayda bir kere,Dizüstü Bilgisayar,Daha h?zl? al??veri? yapmak;Arad???m ürünün oldu?um ?ehirde bulunmamas?,Teknoloji / Elektronik;Ev E?yalar?;Seyahat(Ula??m / Konaklama),1-3 Saat,Ayda birkaç kere,,,,Ayda birkaç kere,,,,,,,,,,,,,,,,,,,,,Kredi Kart?,Hiçbir Zaman,S?k S?k,Her Zaman,Her Zaman,Her Zaman,Bazen,S?k S?k,Arada Bir,Arada Bir,S?k S?k,Bazen,Hiçbir Zaman,Arkada?lar?n tavsiyeleri;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Hay?r,ba?kas?n?n tavsiyesi 
26-35,Erkek,?stanbul,Bekar,Yüksek Lisans,1,"Enerji, altyap? ve do?al kaynaklar",Tam Zamanl?,4,2,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,"Yemek Sipari?i;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Teknoloji / Elektronik",5 saatten fazla,Ayda birkaç kere,,,,,Ayda birkaç kere,Ayda birkaç kere,,,,,,,,,,,,,,,,,,,Banka Kart?;Kredi Kart?,Hiçbir Zaman,Bazen,Her Zaman,Her Zaman,Her Zaman,Bazen,Arada Bir,Bazen,Her Zaman,S?k S?k,Bazen,Arada Bir,"Reklamlar;Arkada?lar?n tavsiyeleri;Ürün kataloglar?;?lan Panolar?, el ilanlar?, afi?ler v.b.;Televizyon programlar? ve uzman tavsiyeleri;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri",Hay?r,Hay?r,
19-25,Erkek,?stanbul,Bekar,Önlisans,1,Teknoloji,Freelance,4,3,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu;Masaüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Daha fazla ödeme seçece?i;Ürünü almadan önce de?erlendirmeleri okuyabilme;Arad???m ürünün oldu?um ?ehirde bulunmamas?;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Kitap;Teknoloji / Elektronik;Çevrimici E?itim,5 saatten fazla,Her gun,Haftada birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Haftada birkaç kere,Her gun,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Haftada birkaç kere,Ayda birkaç kere,Haftada birkaç kere,Haftada birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Haftada birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Banka Kart?;Kredi Kart?;Kap?da Ödeme,Bazen,S?k S?k,Bazen,Her Zaman,S?k S?k,Bazen,Arada Bir,Bazen,Arada Bir,Arada Bir,S?k S?k,Her Zaman,Arkada?lar?n tavsiyeleri;Televizyon programlar? ve uzman tavsiyeleri;Aile üyeleri tavsiyesi;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,Ma?azas?na gidip do?ru ölçüyü bulduktan sonra sipari? vermek
19-25,Kad?n,?stanbul,Bekar,Önlisans ,1,E?itim,Yar? Zamanl?,1,1,Ya?amad?m,0,Haftada birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Daha h?zl? al??veri? yapmak;Ürünü almadan önce de?erlendirmeleri okuyabilme;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Ki?isel Bak?m & Kozmetik;Giyim / Ayakkab?,1 Saatten az,,Ayda birkaç kere,,,Y?lda birkaç kere,,,,,,,Ayda birkaç kere,,,,,,,,,,,,,,Sanal kart,Hiçbir Zaman,Hiçbir Zaman,Her Zaman,Arada Bir,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Bazen,Hiçbir Zaman,Bazen,Bazen,Hiçbir Zaman,Reklamlar;Arkada?lar?n tavsiyeleri;Geçmi? Tecrübelerim,Hay?r,Hay?r,O ürün üzerine yap?lan de?erlendirmeleri inceledim ve ona göre karar verdim
19-25,Kad?n,?stanbul,Bekar,Lisans,1,E?itim,Yar? Zamanl?,1,1,Ya?amad?m,0,Ayda bir kere,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler,Giyim / Ayakkab?;Evcil Hayvan Ürünleri,1 Saatten az,,Ayda birkaç kere,,,,,,,,,,,,,Y?lda birkaç kere,,,,,,,,,,,Kredi Kart?,Hiçbir Zaman,Arada Bir,Bazen,S?k S?k,Arada Bir,Arada Bir,Arada Bir,Hiçbir Zaman,Hiçbir Zaman,S?k S?k,Bazen,Arada Bir,Geçmi? Tecrübelerim,Hay?r,Evet,Ba?ka sitelerdeki fiyatlar ile kar??la?t?rma yapt?m 
55 üstü,Erkek,?stanbul,Evli,Lisans,0,,,,4,Ya?amad?m,0,Ayda bir kere,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Fiyat kar??la?t?rmas? yapabilme,Ki?isel Bak?m & Kozmetik;Giyim / Ayakkab?,1 Saatten az,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,,,,,,Y?lda birkaç kere,Y?lda birkaç kere,,,Y?lda birkaç kere,Y?lda birkaç kere,,,,Kredi Kart?,Hiçbir Zaman,Her Zaman,Her Zaman,Her Zaman,S?k S?k,Hiçbir Zaman,S?k S?k,Bazen,S?k S?k,Arada Bir,S?k S?k,S?k S?k,Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim,Evet,Hay?r,Sitelerden k?yaslama yaparak
19-25,Kad?n,?stanbul,Evli,Lisans,0,,,,4,Ya?amad?m,0,Ayda birkaç kere,Masaüstü Bilgisayar,Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme;Arad???m ürünün oldu?um ?ehirde bulunmamas?;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Yemek Sipari?i;Teknoloji / Elektronik;Giyim / Ayakkab?;Anne / Bebek / Oyuncak;Ev E?yalar?,1 Saatten az,Ayda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Haftada birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,,,,,,,,,,,,Haftada birkaç kere,,,,,Banka Kart?;EFT / Havale;Kap?da Ödeme,Hiçbir Zaman,Bazen,Arada Bir,S?k S?k,Bazen,Arada Bir,S?k S?k,Bazen,Hiçbir Zaman,Bazen,Arada Bir,Arada Bir,Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Aile üyeleri tavsiyesi;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Hay?r,
19-25,Erkek,?stanbul,Bekar,Yüksek Lisans,0,,,,4,6-12 Ay,2,Ayda birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar;Tablet,Daha h?zl? al??veri? yapmak;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme;Arad???m ürünün oldu?um ?ehirde bulunmamas?;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Yemek Sipari?i;Dijital Müzik / Dijital Film / Dijital Oyun;Kitap;Evcil Hayvan Ürünleri;Otomobil Aksesuarlar?;Sportif ve Kültürel Faaliyet Biletleri;Finansal Hizmetler / Sigorta Al?m?;E-sigara mamülleri,1-3 Saat,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Haftada birkaç kere,,Her gun,Ayda birkaç kere,Haftada birkaç kere,,Y?lda birkaç kere,,,,,,,,,,,,,,,,Banka Kart?;EFT / Havale,Hiçbir Zaman,Arada Bir,S?k S?k,Her Zaman,Her Zaman,Her Zaman,Bazen,S?k S?k,Hiçbir Zaman,Her Zaman,Arada Bir,Hiçbir Zaman,"Ürün kataloglar?;?lan Panolar?, el ilanlar?, afi?ler v.b.;Televizyon programlar? ve uzman tavsiyeleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri",Hay?r,Hay?r,"Farkl? siteleri kaynak alarak fiyatlar?n?, ayr?ca farkl? sitelerden ve videolardan toplad???m bilgileri performans?n? ölçmeye yönelik olarak ara?t?rd?m"
19-25,Kad?n,?stanbul,Bekar,Lisans,1,Hizmet Sektörü,Yar? Zamanl?,1,4,Ya?amad?m,0,Ayda bir kere,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Yemek Sipari?i;Kitap;Ki?isel Bak?m & Kozmetik;Giyim / Ayakkab?;Evcil Hayvan Ürünleri;Çevrimici E?itim;Ev E?yalar?;Çiçek / Çikolata;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri;Mücevher/Aksesuar,1-3 Saat,,Ayda birkaç kere,,,,Ayda birkaç kere,Y?lda birkaç kere,,,,,Y?lda birkaç kere,,Y?lda birkaç kere,,,,,,,,,,,,Banka Kart?,S?k S?k,Arada Bir,Her Zaman,Her Zaman,Bazen,Arada Bir,Bazen,Her Zaman,Bazen,Bazen,Arada Bir,Hiçbir Zaman,"Arkada?lar?n tavsiyeleri;?lan Panolar?, el ilanlar?, afi?ler v.b.;Aile üyeleri tavsiyesi;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri",Evet,Hay?r,"Marka ve fiyat filtremesi yaparak ucuzdan pahal?ya s?ralama yapt?m, daha sonra çok satanlar öncelikli ?eklinde s?ralama yapt?m. Çok satanlar?n kullan?c? yorumlar?n? okudum, fiyat performans aç?s?ndan en çok içime sinen ürünü sat?n ald?m."
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,3,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i,Yemek Sipari?i;Ki?isel Bak?m & Kozmetik;Seyahat(Ula??m / Konaklama),1-3 Saat,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,Ayda birkaç kere,,,,,,,,Y?lda birkaç kere,,,,,,,,,,,Ayda birkaç kere,Banka Kart?;Kredi Kart?,Hiçbir Zaman,S?k S?k,S?k S?k,S?k S?k,Bazen,Bazen,S?k S?k,Arada Bir,Arada Bir,Her Zaman,Arada Bir,Arada Bir,Reklamlar;Arkada?lar?n tavsiyeleri;Sat?? elemanlar?;Televizyon programlar? ve uzman tavsiyeleri;Aile üyeleri tavsiyesi;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim,Hay?r,Hay?r,Farkl? sitelerden Fiyat kar??la?t?rmas? yapt?m 
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,3,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i,Giyim / Ayakkab?,1 Saatten az,,Ayda birkaç kere,,,,,,,,,,,,,,,,,,,,,,,,Kredi Kart?,Hiçbir Zaman,S?k S?k,Bazen,S?k S?k,Arada Bir,Her Zaman,Bazen,Her Zaman,Arada Bir,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Reklamlar;Arkada?lar?n tavsiyeleri;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,1,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak,Kitap;Giyim / Ayakkab?,1-3 Saat,,Y?lda birkaç kere,,,,,,,,,,Y?lda birkaç kere,,,,,,,,,,,,,,Banka Kart?;Kredi Kart?,Arada Bir,Her Zaman,Her Zaman,Her Zaman,Her Zaman,Her Zaman,S?k S?k,Bazen,Hiçbir Zaman,Bazen,Her Zaman,Hiçbir Zaman,Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Aile üyeleri tavsiyesi;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Evet,Çe?itli platformlarda kullan?c?lar?n ürün hakk?ndaki yorumlar?n? okudum ve yine çe?itli fiyat kar??la?t?rmalar? yapt?m.
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,3,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Daha fazla ödeme seçece?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,"Yemek Sipari?i;Kitap;Ki?isel Bak?m & Kozmetik;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Giyim / Ayakkab?;Anne / Bebek / Oyuncak;Ev E?yalar?;Çiçek / Çikolata;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri",1-3 Saat,Y?lda birkaç kere,Haftada birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Haftada birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Banka Kart?;Kredi Kart?;EFT / Havale;Kap?da Ödeme,Arada Bir,S?k S?k,Her Zaman,Her Zaman,Bazen,S?k S?k,S?k S?k,S?k S?k,S?k S?k,S?k S?k,S?k S?k,S?k S?k,"Arkada?lar?n tavsiyeleri;Ürün kataloglar?;?lan Panolar?, el ilanlar?, afi?ler v.b.;Televizyon programlar? ve uzman tavsiyeleri;Aile üyeleri tavsiyesi;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim",Hay?r,Hay?r,Ayn? ürünü bir çok sayfadan ara?t?r?p fiyat kar??la?t?rmas? yaparak en ucuz oldu?u sayfadan alarak al?? veri?imi sonland?rd?m
